id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
7084,Dusan Vlahovic,20,1780,16,10.416346597485244,2,1.931943655014038,69,20,2,0,F,Fiorentina,11,6.609852421097457,9.966890981420875,2.707897867076099
1209,Ciro Immobile,17,1471,15,11.507223550230265,2,1.497091956436634,60,13,2,0,F,Lazio,12,7.700729560106993,10.54346177726984,2.6117220111191273
1102,Giovanni Simeone,20,1375,12,5.255419279448688,3,1.3978900648653507,35,14,4,0,F S,"Cagliari,Verona",12,5.255419279448688,7.408446084707975,1.2795186098665
7006,Lautaro Martínez,18,1158,11,13.381987707689404,2,2.159135289490223,57,15,4,0,F M S,Inter,8,9.57549368031323,11.689172921702266,1.4353692941367626
1612,Domenico Berardi,19,1671,10,7.104666192084551,8,5.064488457515836,65,44,5,0,F M,Sassuolo,7,4.820850197225809,13.377844132483006,5.477913483977318
1148,Duván Zapata,16,1209,9,11.141366001218557,4,2.6834845952689648,49,23,2,0,F S,Atalanta,6,8.857509460300207,12.126816794276237,2.569528052583337
1592,João Pedro,21,1890,9,7.9604836236685514,4,2.337515667080879,49,17,4,0,F,Cagliari,6,5.676587192341685,8.539846159517765,2.675095474347472
702,Tammy Abraham,20,1698,8,11.12138320505619,3,2.7599083185195923,54,21,6,0,F,Roma,8,11.12138320505619,12.677814215421677,1.8804643005132675
1134,Mario Pasalic,20,1143,8,5.314748577773571,5,3.5353401843458414,26,19,2,0,F M S,Atalanta,8,5.314748577773571,10.18539622426033,1.8962869923561811
1253,Edin Dzeko,19,1259,8,6.808682821691036,3,2.0588748399168253,38,20,2,0,F S,Inter,8,6.808682821691036,10.698370018973947,3.2425552401691675
1580,Mattia Destro,13,1002,8,4.579992301762104,0,0.2261782269924879,31,6,3,0,F S,Genoa,8,4.579992301762104,4.520407885313034,0.15700703859329224
1741,Zlatan Ibrahimovic,13,780,8,6.684530660510063,2,1.2796349190175533,39,16,1,0,F S,AC Milan,8,5.923231825232506,7.677644193172455,1.309499155730009
6253,Gianluca Scamacca,20,943,8,6.1004061456769705,0,0.9416324207559228,44,10,3,0,F S,Sassuolo,8,6.1004061456769705,8.675740952603519,2.44815584551543
9983,Beto,17,1333,8,7.0147370379418135,0,1.2743920050561428,37,12,1,0,F M S,Udinese,8,7.0147370379418135,8.587746645323932,1.9434346165508032
687,Pedro,21,1616,7,2.693962026387453,3,2.3831215100362897,25,23,3,0,F S,Lazio,7,2.693962026387453,9.742332432419062,5.146939562633634
1383,Manolo Gabbiadini,15,937,7,3.537096779793501,1,1.1820248197764158,36,17,3,0,F M S,Sampdoria,7,3.537096779793501,4.265713792294264,0.8440515045076609
1543,Sergej Milinkovic-Savic,20,1602,7,4.2761227283626795,7,3.4224935956299305,43,28,3,1,M S,Lazio,7,4.2761227283626795,8.416457267478108,4.848393088206649
4895,Andrea Pinamonti,20,1433,7,6.862492550164461,1,1.4763403628021479,59,13,2,0,F S,Empoli,4,4.578596148639917,6.0474868305027485,1.4801600500941277
189,Hakan Calhanoglu,17,1176,6,3.6512825656682253,7,4.6793427132070065,35,46,5,0,M S,Inter,4,2.1286848913878202,9.075578525662422,7.4174699410796165
591,Gerard Deulofeu,17,1225,6,3.438582234084606,2,3.510075328871608,37,37,4,0,F M S,Udinese,6,3.438582234084606,6.813349261879921,1.6851391326636076
865,Marko Arnautovic,18,1503,6,7.835933146998286,1,1.542500372044742,44,19,3,0,F,Bologna,4,5.552036611363292,7.617281843908131,2.4263318609446287
1170,Gianluca Caprari,19,1398,6,3.756803607568145,5,4.072777939029038,38,32,3,0,F M S,Verona,5,2.9955047722905874,13.098755367100239,6.825727701187134
1294,Paulo Dybala,15,1053,6,5.027383359149098,3,3.550027873367071,60,26,2,0,F M S,Juventus,5,3.5047856364399195,8.553235080093145,3.3242939673364162
1384,Dries Mertens,15,627,6,2.713471829891205,0,0.6453398205339909,24,12,1,0,F M S,Napoli,6,2.713471829891205,3.9322646409273148,1.1518160868436098
1471,Lorenzo Pellegrini,15,1257,6,4.9349087961018085,4,4.819606041535735,53,43,2,1,M,Roma,6,4.173610020428896,7.959584642201662,3.2018868774175644
